TURNO_MATRICULA,SITUACAO_CIVIL_ALUNO,SEXO_ALUNO,DATA_CADASTRO_REQUERIMENTO,MOTIVO_REQUERIMENTO,TURMA,AREA_TURMA
Noturno,Solteiro(a),Feminino,08/03/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Solteiro(a),Masculino,07/03/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Noturno,Solteiro(a),Masculino,06/03/2017,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Matutino,Solteiro(a),Feminino,06/03/2017,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - III Módulo,Design
Matutino,Solteiro(a),Masculino,03/03/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,03/03/2017,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Noturno,Divorciado(a),Masculino,01/03/2017,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
Noturno,Solteiro(a),Masculino,01/03/2017,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,01/03/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Feminino,01/03/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,01/03/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Feminino,01/03/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,24/02/2017,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - III Módulo,Design
Noturno,Solteiro(a),Masculino,24/02/2017,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - III MÓDULO,Design
Matutino,Solteiro(a),Masculino,24/02/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
Noturno,Solteiro(a),Masculino,21/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
Integral,Divorciado(a),Feminino,21/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Integral,Divorciado(a),Feminino,21/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Feminino,20/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
Noturno,Solteiro(a),Masculino,20/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
Noturno,Solteiro(a),Masculino,20/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
Noturno,Solteiro(a),Masculino,20/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
Noturno,Solteiro(a),Masculino,20/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
Noturno,Solteiro(a),Feminino,20/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
Noturno,Solteiro(a),Masculino,20/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - I MÓDULO,Gestäo
Noturno,Solteiro(a),Masculino,20/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Matutino,Solteiro(a),Masculino,17/02/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - I MÓDULO,Design
Noturno,Solteiro(a),Masculino,17/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Matutino,Casado(a),Masculino,14/02/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Feminino,13/02/2017,Transferência de Programação,Curso Superior de Tecnologia em Design Gráfico - III Módulo,Design
Matutino,Solteiro(a),Masculino,08/02/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,06/02/2017,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - V MÓDULO,Design
Noturno,Solteiro(a),Masculino,06/02/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
Integral,Casado(a),Feminino,03/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Integral,Casado(a),Feminino,03/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Matutino,Solteiro(a),Masculino,03/02/2017,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Integral,Solteiro(a),Feminino,01/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Integral,Solteiro(a),Feminino,01/02/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Integral,Solteiro(a),Feminino,31/01/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,31/01/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Casado(a),Masculino,31/01/2017,Motivo de Estudo,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Integral,Solteiro(a),Feminino,30/01/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO AMBIENTAL - I MÓDULO ,Meio Ambiente (Ambiente e Saúde)
Noturno,Solteiro(a),Masculino,30/01/2017,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Solteiro(a),Masculino,30/01/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Feminino,30/01/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,30/01/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Feminino,30/01/2017,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - I MÓDULO,Informática
Noturno,Solteiro(a),Masculino,30/01/2017,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - I Módulo ,Design
Noturno,Solteiro(a),Masculino,30/01/2017,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - I Módulo ,Design
Noturno,Solteiro(a),Masculino,30/01/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,28/01/2017,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Casado(a),Feminino,28/11/2016,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Masculino,28/11/2016,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Matutino,Solteiro(a),Masculino,22/11/2016,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Feminino,09/11/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO III,Informática
Noturno,Casado(a),Masculino,07/11/2016,Outros Motivos,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Casado(a),Masculino,04/11/2016,Outros Motivos,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Matutino,Divorciado(a),Masculino,26/10/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,21/10/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,21/10/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
Matutino,Solteiro(a),Masculino,20/10/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO III,Informática
Noturno,Solteiro(a),Masculino,19/10/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO IV,Informática
Noturno,Solteiro(a),Masculino,17/10/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,14/10/2016,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,14/10/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO IV,Informática
Matutino,Solteiro(a),Masculino,07/10/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,30/09/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,26/09/2016,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,23/09/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,23/09/2016,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,23/09/2016,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,22/09/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,22/09/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Casado(a),Masculino,22/09/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Solteiro(a),Masculino,21/09/2016,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Casado(a),Masculino,20/09/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Casado(a),Masculino,20/09/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Feminino,12/09/2016,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Feminino,12/09/2016,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Casado(a),Masculino,09/09/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Casado(a),Masculino,09/09/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Casado(a),Masculino,08/09/2016,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Casado(a),Masculino,06/09/2016,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - II MÓDULO,Design
Noturno,Casado(a),Masculino,06/09/2016,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Casado(a),Masculino,06/09/2016,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,02/09/2016,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,01/09/2016,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,30/08/2016,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Masculino,30/08/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,30/08/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,26/08/2016,Motivo de Viagens,SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - IV MÓDULO,Design
Noturno,Solteiro(a),Masculino,25/08/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,23/08/2016,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Noturno,Solteiro(a),Masculino,23/08/2016,Transferência de Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Noturno,Solteiro(a),Masculino,23/08/2016,Motivo de Estudo,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Matutino,Solteiro(a),Masculino,22/08/2016,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM DESIGN GRÁFICO - II MÓDULO,Design
Matutino,Solteiro(a),Masculino,22/08/2016,Motivo de Saúde,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO III,Informática
Noturno,Solteiro(a),Masculino,22/08/2016,Motivo de Estudo,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Casado(a),Masculino,19/08/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Feminino,17/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Matutino,Solteiro(a),Feminino,17/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Matutino,Solteiro(a),Masculino,17/08/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO IV,Informática
Matutino,Solteiro(a),Masculino,17/08/2016,Motivo de Trabalho,SUPERIOR DE TECNOLOGIA EM JOGOS DIGITAIS - MÓDULO V,Informática
Noturno,Solteiro(a),Feminino,16/08/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Feminino,16/08/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Masculino,16/08/2016,Outros Motivos,CURSO SUPERIOR DE TECNOLOGIA EM SEGURANÇA DA INFORMAÇÃO - III MÓDULO,Informática
Noturno,Solteiro(a),Masculino,15/08/2016,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Matutino,Solteiro(a),Masculino,15/08/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO V,Informática
Noturno,Solteiro(a),Masculino,12/08/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,12/08/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Matutino,Solteiro(a),Masculino,12/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Matutino,Solteiro(a),Masculino,12/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Matutino,Solteiro(a),Masculino,11/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Solteiro(a),Masculino,10/08/2016,Motivo de Estudo,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO II,Informática
Matutino,Solteiro(a),Masculino,10/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Solteiro(a),Masculino,09/08/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Masculino,09/08/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Solteiro(a),Feminino,05/08/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - IV MÓDULO,Informática
Noturno,Solteiro(a),Masculino,04/08/2016,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Noturno,Solteiro(a),Masculino,04/08/2016,Motivo de Trabalho,Superior de Tecnologia em Design Gráfico - IV MÓDULO,Design
Matutino,Casado(a),Masculino,03/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Matutino,Casado(a),Masculino,03/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Casado(a),Masculino,01/08/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Casado(a),Masculino,01/08/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,01/08/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,01/08/2016,Outros Motivos,SUPERIOR DE TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO - MÓDULO I,Informática
Noturno,Solteiro(a),Masculino,01/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Solteiro(a),Masculino,01/08/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Solteiro(a),Masculino,01/08/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Masculino,01/08/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Masculino,29/07/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Solteiro(a),Masculino,28/07/2016,Cancelamento da Programação,Superior de Tecnologia em Jogos Digitais - Módulo 1,Informática
Noturno,Solteiro(a),Masculino,27/07/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,27/07/2016,Cancelamento da Programação,SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - MÓDULO I,Gestäo
Noturno,Solteiro(a),Masculino,27/07/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Noturno,Solteiro(a),Masculino,27/07/2016,Cancelamento da Programação,Superior de Tecnologia em Produção Multimídia - Módulo 1,Design
Matutino,Solteiro(a),Masculino,22/06/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Divorciado(a),Masculino,16/06/2016,Mudança de Município,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
Noturno,Solteiro(a),Masculino,03/06/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,02/06/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,23/05/2016,Mudança de Município,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,16/05/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,13/05/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,12/05/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Masculino,11/05/2016,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Casado(a),Masculino,11/05/2016,Outros Motivos,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - II Módulo,Informática
Noturno,Solteiro(a),Feminino,10/05/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Casado(a),Masculino,10/05/2016,Motivo de Viagens,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,09/05/2016,Motivo de Trabalho,CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO COMERCIAL - III MÓDULO,Gestäo
Noturno,Solteiro(a),Masculino,09/05/2016,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,09/05/2016,Motivo de Viagens,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
Noturno,Solteiro(a),Masculino,03/05/2016,Motivo de Trabalho,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Noturno,Solteiro(a),Masculino,03/05/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Segurança da Informação - IV Módulo,Informática
Vespertino,Solteiro(a),Masculino,02/05/2016,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
Vespertino,Solteiro(a),Feminino,02/05/2016,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
Vespertino,Solteiro(a),Masculino,02/05/2016,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
Vespertino,Solteiro(a),Masculino,02/05/2016,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
Vespertino,Outros,Masculino,02/05/2016,Outros Motivos,Oficina: Formação para a Fábrica de Software Metodologias e Arquitetura,Comp p/ CHE
Matutino,Casado(a),Feminino,29/04/2016,Outros Motivos,Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
Matutino,Solteiro(a),Feminino,29/04/2016,Outros Motivos,Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
Noturno,Solteiro(a),Masculino,28/04/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - III MÓDULO,Design
Noturno,Solteiro(a),Masculino,28/04/2016,Motivo de Saúde,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
Matutino,Solteiro(a),Masculino,27/04/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Noturno,Solteiro(a),Feminino,25/04/2016,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - III Módulo,Informática
Noturno,Solteiro(a),Masculino,20/04/2016,Outros Motivos,Curso Superior de Tecnologia em Design Gráfico - Módulo I,Design
Matutino,Solteiro(a),Masculino,20/04/2016,Outros Motivos,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
Matutino,Solteiro(a),Masculino,20/04/2016,Outros Motivos,Curso Superior de Tecnologia em Jogos Digitais - III Módulo,Informática
Matutino,Outros,Masculino,18/04/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Design Gráfico - V MÓDULO,Design
Noturno,Solteiro(a),Masculino,18/04/2016,Motivo de Trabalho,Curso Superior de Tecnologia em Gestão da Tecnologia da Informação - V Módulo,Informática
Noturno,Casado(a),Masculino,09/04/2016,Outros Motivos,Curso Superior de Tecnologia em Segurança da Informação - III Módulo,Informática
Noturno,Casado(a),Masculino,07/04/2016,Outros Motivos,Superior de Tecnologia em Gestão da Tecnologia da Informação - Módulo I,Informática
